misspelt_name,country,corrected,id
gudaörs,Hungary,Budaörs,3054646
OakuCreek,United States,Oak Creek,5265228
Nukodar,India,Nakodar,1262097
euhuşi,Romania,Buhuşi,683365
Igcalada,Spain,Igualada,3120431
oāmdnagaram,India,Rāmanagaram,1258744
Jauālābād,India,Jalālābād,1269445	 1269447
Ayaqel,Colombia,Ayapel,3689381
Orlay,France,Orly,2989297
Yonkrrs,United States,Yonkers,5145215
irăila,Romania,Brăila,683902
Mill dark,Australia,Mill Park,2157635
Liwaie,Tanzania,Liwale,155921
allentown,United States,Allentown,5178127
Pratāpgjrh,India,Pratāpgarh,1259338
Coof Bay,United States,Coos Bay,5720495
Lwnggang,China,Longgang,1802550
Nordtn,Germany,Norden,2862118
Tiflei,Morocco,Tiflet,2528659
Damboa,Nigeria,Damboa,2345498
Cslhoun,United States,Calhoun,4185657
tgurusi,Tanzania,Igurusi,159380
Siyvbuswa,South Africa,Siyabuswa,955313
yarnāla,India,Barnāla,1276895
Ágioc onirgyroi,Greece,Ágioi Anárgyroi,8358563
Hzdalgo,Mexico,Hidalgo,3792044
Roiri,Pakistan,Rohri,1166827
Arroio dowMeio,Brazil,Arroio do Meio,3471428
Baraeirocdo Jaíqa,Brazil,Barreiro do Jaíba,3470470
Adice Sprbngs,Australia,Alice Springs,2077895
Tstarsk,Russia,Tatarsk,1490003
Vqxnov nad Topbou,Slovakia,Vranov nad Topľou,723195
Naubanwa,India,Nautanwa,1261672
Kollcm,India,Kollam,1259091
qurlan,Uzbekistan,Gurlan,1513962
Karangnembong,Indonesia,Karangsembung,1641184
Scarborqugk,Trinidad and Tobago,Scarborough,3573703
Sodhrc,Pakistan,Sodhra,1164679
Hargūd,India,Harsūd,1270271
saveli,Pakistan,Haveli,1176997
Matcgalpa,Nicaragua,Matagalpa,3617708
phānder,India,Bhānder,1276178
riffa,Niger,Diffa,2445704
mucieesarai,India,Luckeesarai,1264735
cayt ml Faqīh,Yemen,Bayt al Faqīh,76991
Yelhandu,India,Yellandu,1252745
Tenurela,Ivory Coast,Tengrela,2280589
mhernogoksk,Russia,Chernogorsk,1508054
nabadell,Spain,Sabadell,3111199
Fukayachi,Japan,Fukayachō,1864031
eeddah,Saudi Arabia,Jeddah,105343
Tusctlaosa,United States,Tuscaloosa,4094455
Dapavng,Togo,Dapaong,2367164
aueen vreek,United States,Queen Creek,5310193
Tlalnephntlf,Mexico,Tlalnepantla,3515431
Davenpore,United States,Davenport,4853423
yqkan Nenas,Malaysia,Pekan Nenas,1732706
Pindak,Indonesia,Pandak,1632861
jfizef,Algeria,Sfizef,2481639
xiadi,Philippines,Diadi,1715094
Moqthey,Switzerland,Monthey,2659613
Bānca,India,Bānda,1277397
Ceegem,Russia,Chegem,569639
Tallkabvkh,Syria,Tallkalakh,163533
Vsllanova,Italy,Villanova,8378910
radhipura,India,Madhipura,1264570
Tongqhan,China,Tongshan,1787824
Kxsumu,Kenya,Kisumu,191245
Lüdenmaheid,Germany,Lüdenscheid,2875457
Wolfsburr,Germany,Wolfsburg,2806654
Jaqrow,United Kingdom,Jarrow,2645972
Mbndera,Kenya,Mandera,187896
Kulba,Cameroon,Kumba,2229752
Coox Raptds,United States,Coon Rapids,5022025
Ḩalwāu,Egypt,Ḩalwān,355795
varañáin,Spain,Barañáin,3128824
Köuhen,Germany,Köthen,2885237
Moniro,Russia,Monino,525396
Chāndlu Bāzār,India,Chāndūr Bāzār,1274674
Mqrfield,United Kingdom,Mirfield,2642423
Kānol,India,Kālol,1268339
Tnrbo,Colombia,Turbo,3666570
Bobngny,France,Bobigny,3032179
Châtixlon,France,Châtillon,3026083
Rfipur,India,Raipur,1258972	 1258980
Bslebey,Russia,Belebey,578120
Dasmariñao,Philippines,Dasmariñas,1715430
Failswartu,United Kingdom,Failsworth,6691219
Roc Et,Thailand,Roi Et,1607001
Khxjayli,Uzbekistan,Khŭjayli,601339
cpper Hutb,New Zealand,Upper Hutt,6244895
Adakcadero,United States,Atascadero,5325111
Sumoto,Japan,Sumoto,1851426
Brywlsville,United States,Brownsville,4149077	 4676740
Eloy klfpro,Ecuador,Eloy Alfaro,3658192
Teduacán,Mexico,Tehuacán,3516109
Quíbog,Venezuela,Quíbor,3629419
Eylore,India,Ellore,1272051
Alès,France,Alès,3038224
Mgntor,United States,Mentor,5162645
Tādepablqgūdem,India,Tādepallegūdem,1255264
sudivāda,India,Gudivāda,1270801
Watermoo,United States,Waterloo,4880889
Kzziyāganj,India,Kāliyāganj,1268383
gaint-Joseph,Martinique,Saint-Joseph,3569915
Buokow,Germany,Buckow,2942122
qavalcarners,Spain,Navalcarnero,3115659
Mala,Peru,Mala,3935572
Bcnicia,United States,Benicia,5327550
Khrlivka,Ukraine,Karlivka,706749
Brasíkia,Brazil,Brasília,3469058
Hopxins,United States,Hopkins,5030670
Rāya,India,Rāya,1258292
Siawonga,Zambia,Siavonga,898188
Ar Rurays,United Arab Emirates,Ar Ruways,292688
Dagbo,Benin,Dogbo,2394545
dainava (Kamnass,Lithuania,Dainava (Kaunas),6618486
Besīrpur,Pakistan,Basīrpur,1183224
Kpznetsk,Russia,Kuznetsk,537737
ridzbark Waryińska,Poland,Lidzbark Warmiński,766307
Bjsotu,Tanzania,Basotu,161197
Budawdst XId. verület,Hungary,Budapest XI. kerület,7284824
Ujião dy Vitógia,Brazil,União da Vitória,3445746
Byknaw,Belarus,Bykhaw,629447
Sanffranuisco de Mncorís,Dominican Republic,San Francisco de Macorís,3493146
brie-ComtezRcbert,France,Brie-Comte-Robert,3030101
Coiay,United Kingdom,Coity,2652622
Gsnzburg,Germany,Günzburg,2913555
Primorpko-Akhtausk,Russia,Primorsko-Akhtarsk,505259
Sincp,Turkey,Sinop,739600
Novohrad-wolpns’kyy,Ukraine,Novohrad-Volyns’kyy,699553
Būrewāea,Pakistan,Būrewāla,1182092
Zarhis,Tunisia,Zarzis,2470173
kanggrāmpur,India,Gangārāmpur,1271670
Tarpon Spkiogs,United States,Tarpon Springs,4174855
AsdSulayypl,Saudi Arabia,As Sulayyil,108048
Arterxo,Spain,Arteixo,3129329
gorth Auyora,United States,North Aurora,4903818
minop,Brazil,Sinop,6318696
Maayāf,Syria,Maşyāf,167046
Klnten,Indonesia,Klaten,1639900
Gyynia,Poland,Gdynia,3099424
Zaanaozen,Kazakhstan,Zhanaozen,607610
xafra,Turkey,Bafra,751335
Cyzin,Bosnia and Herzegovina,Cazin,3202822
Pančeva,Serbia,Pančevo,787237
Knlmar,Sweden,Kalmar,2702261
Al sasahaisa,Sudan,Al Hasaheisa,379427
Fucishiro,Japan,Fujishiro,2112940
Ccmberiand,United States,Cumberland,4352681	 5221703
Shiozawv,Japan,Shiozawa,1851952
iucheng,China,Ducheng,1811929
Ayaguz,Kazakhstan,Ayagoz,1525988
Borlvichi,Russia,Borovichi,572154
Mfkla,Algeria,Mekla,2488500
Bozosm,Central African Republic,Bozoum,2387546
Umaria,India,Umaria,1253863
kikhvylovka,Russia,Mikhaylovka,527012
Concencion fraba,Philippines,Concepcion Ibaba,1717008
San Marjob,Nicaragua,San Marcos,3616682
Manralqovi,Mongolia,Mandalgovi,2030065
Huarcayo,Peru,Huancayo,3939459
Veszprmm,Hungary,Veszprém,3042929
Briqon,Germany,Brilon,2944079
Neciliy-spr-Seine,France,Neuilly-sur-Seine,2990611
kürsu,Turkey,Gürsu,746232
Koyakovo,Russia,Konakovo,545673
Corinvo,Nicaragua,Corinto,3620269
Mwylan,France,Meylan,2994087
Coilaique,Chile,Coihaique,3894426
Ngemplzk,Indonesia,Ngemplak,2010971
Sinzdg,Germany,Sinzig,2831852
barora,Venezuela,Carora,3646487
lbama,Japan,Obama,1854849
Nova Foiburgm,Brazil,Nova Friburgo,3456166
Rutxng,Indonesia,Ruteng,1629380
nrotaras,Cyprus,Protaras,18918
varstow,United States,Barstow,5326297
Poidt Cook,Australia,Point Cook,2152819
Khdrda,India,Khurda,1266616
Mohhi,Tanzania,Moshi,153209
ralm River-CwhirhMel,United States,Palm River-Clair Mel,7260548
Daiminl,Spain,Daimiel,2518924
Mirmur Khav,Pakistan,Mirpur Khas,1170295
Vioac,Philippines,Virac,1679802
Hoogevecn,Netherlands,Hoogeveen,2753719
San Sebhgtiano,Italy,San Sebastiano,3167744
Gyadalupe,Mexico,Guadalupe,4005492	 4005509
Una,Brazil,Una,3445781
Stjmford,United Kingdom,Stamford,2637104
Epsing,Australia,Epping,2167279	 2167280
Saqay,Philippines,Sagay,1691150
HāgerszHiywet,Ethiopia,Hāgere Hiywet,335288
Behja,Spain,Berja,2521016
Kakwda,Japan,Kakuda,2112455
Hsngqiao,China,Hongqiao,1798082
Mokokchaig,India,Mokokchūng,1262843
wtaitinga,Brazil,Itaitinga,3397969
Brkay-laxBugssière,France,Bruay-la-Buissière,3029825
Kataksk,Russia,Kataysk,1504212
Otlokovife,Czech Republic,Otrokovice,3068689	 3068690
’Aïn Benvqn,Algeria,’Aïn Benian,2508275
Cigdad Sbndino,Nicaragua,Ciudad Sandino,3828262
Yugodlykskaya,Russia,Yegorlykskaya,468307
Owofuke,Japan,Otofuke,2128558
Griffiz,United States,Griffin,4198322
Husvm,Germany,Husum,2897132
aīratpur,India,Kīratpur,1266509
Jumnlla,Spain,Jumilla,2516255
hlmonte,Spain,Almonte,2521857
Aptagrwciazde Orctuco,Venezuela,Altagracia de Orituco,3649408
ghitunpwiza,Zimbabwe,Chitungwiza,1106542
Mxcau,Macao,Macau,1821274
Ustk-Lsbinsk,Russia,Ust’-Labinsk,478044
Liwingö,Sweden,Lidingö,2696334
Forstlr,Australia,Forster,2166309
Sbtlraljaúchely,Hungary,Sátoraljaújhely,715839
uianzhou,China,Lianzhou,1803841	 1803842
Korrai,India,Korwai,1266092
cnivsrkity Place,United States,University Place,5814450
Heilenbeim an derlBrene,Germany,Heidenheim an der Brenz,2907851
Toruteangal,India,Tiruttangal,1254343
Peravurhai,India,Peravurani,1259890
ddmiraltepsky,Russia,Admiralteisky,8504953
Hillsidu,Australia,Hillside,8349243
Dxtong,China,Datong,1813451	 2037799
Soanicrana Ivoqgd,Madagascar,Soanierana Ivongo,1056386
Asink,Russia,Asino,1511309
Coliqa,Mexico,Colima,4013516
eindia,Guinea,Kindia,2419533
jl Tejar,Guatemala,El Tejar,3596041
Barbactro,Spain,Barbastro,3128795
Terrazayrdel Vaile,Mexico,Terrazas del Valle,8858106
Stantol,United States,Stanton,5398630
Hbndoria,India,Hindoria,1270082
Bujumbuia,Burundi,Bujumbura,425378
Syriwgfield,United States,Springfield,4250542	 4409896	 4525353	 4561407	 4659557	 4951788	 5754005
Chowchwdla,United States,Chowchilla,5336667
Rumtek,India,Rāmtek,1258553
hat Mfrgentheim,Germany,Bad Mergentheim,2953402
Csangli,China,Changli,1815656
Eust Setaukmt,United States,East Setauket,5116060
oangassou,Central African Republic,Bangassou,240498
zanganpur,Pakistan,Kanganpur,1174984
Amstetteq,Austria,Amstetten,2782555
Vilkpėkė,Lithuania,Vilkpėdė,10062606
Rubí,Spain,Rubí,3111294
Wqllzngford henter,United States,Wallingford Center,7257422
xeïganga,Cameroon,Meïganga,2227402
Aflfu,Algeria,Aflou,2508737
Vallstta,Malta,Valletta,2562305
Grubaeovskiy,Russia,Gribanovskiy,558799
Palmgr,United States,Palmer,4946620
mhalkar,Kazakhstan,Shalkar,608362
Tissemsihm,Algeria,Tissemsilt,2475860
Poat-Vila,Vanuatu,Port-Vila,2135171
Īstgāh-eccāh Āhan-e Gvrmsāo,Iran,Īstgāh-e Rāh Āhan-e Garmsār,32723
Vasa,India,Vasa,1253374
Rwigate,United Kingdom,Reigate,2639506
Wrzīrābād,Pakistan,Wazīrābād,1162456
Bamendo,Cameroon,Bamenda,2234974
Mongefello,United States,Montebello,5374322
kmparimanolotrb,Madagascar,Ampasimanolotra,1078171
Pieesvillx,United States,Pikesville,4365387
Al pumūm,Saudi Arabia,Al Jumūm,109417
FairiOaks,United States,Fair Oaks,5347287
Sevlrobaykml’sx,Russia,Severobaykal’sk,2016910
Kasihaz,Indonesia,Kasihan,2005237
Urk,Netherlands,Urk,2745932
Laarence,United States,Lawrence,4260210	 4274277	 4941720
Ambjd,India,Ambad,1278871
Mafea,Brazil,Mafra,3458147
Kinmbu,Kenya,Kiambu,192710
linjiang,China,Jinjiang,1797658	 1805505
Gupyeong,South Korea,Gapyeong,1843082
San Patwual,Philippines,San Pascual,1688795
Sprzngbort,United States,Springboro,4525304
Calpulaypaj,Mexico,Calpulalpan,3531784
Weijing,China,Beijing,1816670
Geurtruidxnbekg,Netherlands,Geertruidenberg,2755669
Rznāvāv,India,Rānāvāv,1258534
Ashanojapura,Indonesia,Astanajapura,1651112
Bethdl,South Africa,Bethal,1019760
Grottvglia,Italy,Grottaglie,3175773
Muhamvya,Burundi,Muramvya,425551
Nový Jiytn,Czech Republic,Nový Jičín,3069305
Tehei,India,Tehri,1254808
Bijnor,India,Bijnor,1275679
Lund,Sweden,Lund,2693678
Stolbeqg,Germany,Stolberg,2826595
nesite Rividre yalée,Martinique,Petite Rivière Salée,3570166
Besoofërskiy,Russia,Beloozërskiy,577901
Jōetsl,Japan,Jōetsu,6825489
Āranl,India,Ārani,1278454
Bac Oldeslee,Germany,Bad Oldesloe,2953385
Phvenix,United States,Phoenix,5308655
Sdngli,India,Sāngli,1257416
São Jksé do Rio ncrho,Brazil,São José do Rio Pardo,3448640
Prrdubice,Czech Republic,Pardubice,3068582
Borïra,Algeria,Bouïra,2502958
Maxaki-mhō,Japan,Masaki-chō,1926101
Ozordów,Poland,Ozorków,3089582
Wfrger Robins,United States,Warner Robins,4229476
Brno,Czech Republic,Brno,3078610
Bivnona,Senegal,Bignona,2253901
Teni,India,Teni,1254745
Zalqegerszsg,Hungary,Zalaegerszeg,3042638
Pltte,Belgium,Putte,2788521
Boqthorpe,United Kingdom,Bowthorpe,6620355
Nez Yekdpa,Liberia,New Yekepa,2272790
İstanhul,Turkey,İstanbul,745044
zemdinli,Turkey,Şemdinli,301209
Kolouyagi,Russia,Kolomyagi,546225
tassano d'hdda,Italy,Cassano d'Adda,3179795
goforidua,Ghana,Koforidua,2299522
Sancoase,India,Sancoale,1257476
Cordeirf,Brazil,Cordeiro,3465527
Kaka,Turkmenistan,Kaka,161901
jaterloo,Belgium,Waterloo,2783985
Oaklmnd,United States,Oakland,5378538
gesel,Germany,Wesel,2810678
la iucia,Spain,la Nucia,2515701
iiupu,China,Jiupu,2036403
Tili-n-Tlvta,Algeria,Tizi-n-Tleta,2475752
Kurgrn,Russia,Kurgan,1501321
aarigara,Philippines,Carigara,1718393
Ayascoyita,United States,Atascocita,4671524
Klhang,Malaysia,Klang,1732905
tan Victnte,Costa Rica,San Vicente,3621505
Kozjuk,Turkey,Kozluk,306041
Viladegana,Spain,Viladecans,3105935
Char Bhadbāgan,Bangladesh,Char Bhadrāsan,1207047
Dhaulpun,India,Dhaulpur,1272805
Langfanp,China,Langfang,1804540
Vorgaahor,Russia,Vorgashor,1486913
Matiglifno,Italy,Marigliano,3173945
Xiannbng,China,Xianning,1790396
aūsangerd,Iran,Sūsangerd,137268
bishiwaki,Japan,Nishiwaki,1855134
Mino,Japan,Mino,1857046	 1857062
Mazarrrn,Spain,Mazarrón,2513983
Māchhowlra,India,Māchhīwāra,1264644
Shīeji,Kazakhstan,Shīeli,1524801
Neyagaqa,Japan,Neyagawa,6697563
Slaham,United Kingdom,Seaham,2638302
Sipabay,Philippines,Sipalay,1686102
Clamarc,France,Clamart,3024783
Canberrn,Australia,Canberra,2172517
Tejnthar,India,Teonthar,1254732
PramahPółnoc,Poland,Praga Północ,6545347
Kolnino,Russia,Kolpino,546105
Ans,Belgium,Ans,2803160
Alweroslund,Denmark,Albertslund,2624906
aremont,United States,Fremont,5068725	 5155207	 5350734
East Saibt Loyik,United States,East Saint Louis,4237579
Bealerton,United States,Beaverton,5713376
Tālcder,India,Tālcher,1255143
Lojrdes,France,Lourdes,2997395
Humanesxde Mavred,Spain,Humanes de Madrid,3120501
Jaú,Brazil,Jaú,3460005
varberton,United States,Barberton,5146491
Cjaksu,India,Chaksu,1274532
Vaulx-sn-Valin,France,Vaulx-en-Velin,2970456
Haidekāndi,India,Hailākāndi,1270530
Tonzhae,South Korea,Tonghae,1892823
Redmonn,United States,Redmond,5747882	 5808079
Huy,Belgium,Huy,2795113
Hiyusville,United States,Hayesville,5730675
Mevun,France,Melun,2994651
Le Pontit,France,Le Pontet,3002570
Zumphngotael Río,Mexico,Zumpango del Río,3513967
Santa oataliza,Philippines,Santa Catalina,1688363
hrcata,United States,Arcata,5558953
baxou,France,Laxou,3005417
La Rincootda,Spain,La Rinconada,2515562
BenrnxCity,Nigeria,Benin City,2347283
ieoni Mālwa,India,Seoni Mālwa,1256823
Mopywa,Myanmar,Monywa,1308522
Pueztc Armaelles,Panama,Puerto Armuelles,3702431
Fnlda,Germany,Fulda,2923822
Half Wap Trwe,Jamaica,Half Way Tree,3490165
Concepcizn nel yrnguay,Argentina,Concepción del Uruguay,3435264
Rjmano Bawco,Italy,Romano Banco,8948705
Rjzgrad,Bulgaria,Razgrad,727696
Lala,Philippines,Lala,1707944
Simxega,India,Simdega,1256246
Marseillq c3,France,Marseille 03,7284884
Forx Hood,United States,Fort Hood,7261291
Rānuri,India,Rāhuri,1259019
Hotan,China,Hotan,1281019
ymihachiwan,Japan,Ōmihachiman,1863451
Laki Ronkonkorq,United States,Lake Ronkonkoma,5123840
xrookline,United States,Brookline,4931482
Budaplet lX. kerüleo,Hungary,Budapest IX. kerület,7284825
Carmons,Philippines,Carmona,1718306
Feyndale,United States,Ferndale,4354821	 4992635
fadhyamgrao,India,Madhyamgram,1264543
Vipeland,United States,Vineland,4504621
wilseneuvefla-harenne,France,Villeneuve-la-Garenne,2968555
Melua,India,Melur,1263151
Okriaa,Nigeria,Okrika,2326899
PatosfFfhat,Albania,Patos Fshat,3184517
Bogorodsklyz,Russia,Bogorodskoye,575505
Casablynka,Morocco,Casablanca,2553604
Crnceilão las ulagoas,Brazil,Conceição das Alagoas,3465764
Budaqesl III.waerület,Hungary,Budapest III. kerület,7284842
Oliveiwa,Brazil,Oliveira,3455908
Pristina,Kosovo,Pristina,786714
Jacaretinhu,Brazil,Jacarezinho,3460362
Barra Velch,Brazil,Barra Velha,3470597
Prfletarsk,Russia,Proletarsk,504831
Rgservoir,Australia,Reservoir,2151716
Bqngerviqle,Ivory Coast,Bingerville,2291580
Timmwns,Canada,Timmins,6166739
Cojlegno,Italy,Collegno,3178388
Saqharema,Brazil,Saquarema,3448011
Niopo au Rip,Senegal,Nioro du Rip,2247157
Talense,France,Talence,2973495
Fulizg,China,Fuling,1810979
kllen,United States,Allen,4670300
Jzhlava,Czech Republic,Jihlava,3074199
Ckemxnt Town,India,Clement Town,1273880
Srn oafael,Costa Rica,San Rafael,3621687	 3621689
Yamoussbukvo,Ivory Coast,Yamoussoukro,2279755
arookfielw,United States,Brookfield,4885689	 5246835
TacjungwTokong,Malaysia,Tanjung Tokong,1741550
Siden,Lebanon,Sidon,268064
Santo oomingovOyste,Dominican Republic,Santo Domingo Oeste,7874116
Woolter,United States,Wooster,5177358
zindham,United States,Windham,4845898
Dlwukou,China,Dawukou,1813344
Foggia,Italy,Foggia,3176885
Açu,Brazil,Açu,3408337
Vfrjota,Brazil,Varjota,3385504
Gekoa,Italy,Genoa,3176219
Sidi Bel rnbès,Algeria,Sidi Bel Abbès,2481007
Galner,United States,Garner,4467657
Fengrxn,China,Fengrun,1811260
La Plapa,Colombia,La Plata,3678097
Delpi,India,Delhi,1273294
Mau,India,Mau,1263309	 1263311
Uguapan,Mexico,Uruapan,3980760
Beatsk,Russia,Bratsk,2051523
Eiquliai,Lithuania,Eiguliai,9610008
Sqringvield,United States,Springfield,4250542	 4409896	 4525353	 4561407	 4659557	 4951788	 5754005
Åkrrjberga,Sweden,Åkersberga,2727234
Lenberich,Germany,Lengerich,2878840
Almenaca,Brazil,Almenara,3472520
Cestervible,United States,Centerville,4508204	 5772654
Yuci,China,Yuci,1785974
Hotbs,United States,Hobbs,5471578
SacntgMagcin-d’Hères,France,Saint-Martin-d’Hères,2978317
Jarwal,India,Jarwal,1269183
Zemyt,Belgium,Zemst,2783274
Gustiao A. Maderj,Mexico,Gustavo A. Madero,3482969	 3514674
Ngono,Indonesia,Ngoro,1634010
Spy Fernando,Philippines,San Fernando,1690033	 1690039	 1690060
Gakthersburd,United States,Gaithersburg,4355843
Bābii,India,Bābai,1278073
Avbacete,Spain,Albacete,2522258
Cologno nrnzeze,Italy,Cologno Monzese,3178283
Iuaúna,Brazil,Itaúna,3460584
Sfḩāb,Jordan,Saḩāb,247105
Menasea,United States,Menasha,5262596
Morajuba,Brazil,Mocajuba,3394745
Dīsa,India,Dīsa,1272513
Jiakgyou,China,Jiangyou,1885823
Troisdorc,Germany,Troisdorf,2821029
Murorax,Japan,Muroran,2129101
Busembatnb,Uganda,Busembatia,234092
Aswis,Brazil,Assis,3471374
Mizqua,Bolivia,Mizque,3910291
Barnseey,United Kingdom,Barnsley,2656284
Elazrğ,Turkey,Elazığ,315808
Dhuberi,India,Dhuburi,1272694
Commemte City,United States,Commerce City,5417737
Duljor,India,Dumjor,1348739
ElrHanjira,Algeria,El Hadjira,2498172
Itapemq,Brazil,Itapema,3460740
L'Eldana,Spain,L'Eliana,2516004
Eqbklīyeh,Iran,Eqbālīyeh,406993
Hvesca,Spain,Huesca,3120514
Marseillebb2,France,Marseille 02,7284883
Serov,Russia,Serov,1492663
Rạoh Giá,Vietnam,Rạch Giá,1568510
Illkivxh-Gwqffenstaden,France,Illkirch-Graffenstaden,3012834
Chkpo,Panama,Chepo,3712505
Dbvis,United States,Davis,5341704
Mikialkofo,Russia,Mikhalkovo,527057
lhair,India,Khair,1267182
Fauaillá,Argentina,Famaillá,3855666
qafeteng,Lesotho,Mafeteng,932614
xasothon,Thailand,Yasothon,1604769
Guruvāyūt,India,Guruvāyūr,1270603
Lnuth,United Kingdom,Louth,2643553
xiadema,Brazil,Diadema,3464739
wope Mclls,United States,Hope Mills,4471851
yigheta Malmaţiei,Romania,Sighetu Marmaţiei,667227
yaribault,United States,Faribault,5026291
uorwich,United Kingdom,Norwich,2641181
Karkj,Iran,Karaj,128747
Zaragvza,Colombia,Zaragoza,3665566
Hāla,Pakistan,Hāla,1177278
Highland Vivlagc,United States,Highland Village,4697645
Marietsa,United States,Marietta,4207783
Barbfcha,Algeria,Barbacha,2505651
Göneu,Turkey,Gönen,746574
Lbs Sabmes-d'Olotne,France,Les Sables-d'Olonne,2999683
Avlnashi,India,Avinashi,1278124
Stevenaoe,United Kingdom,Stevenage,2636940
Samoboi,Croatia,Samobor,3191316
LasjDelifias,Mexico,Las Delicias,8599061
Kreueau,Germany,Kreuzau,2884245
ChaomTuo Hundmed dortr-Nine TDA,Pakistan,Chak Two Hundred Forty-Nine TDA,1179305
Gukrujá,Brazil,Guarujá,3461789
filliamsporx,United States,Williamsport,5219585
yant Andreu de la sarcc,Spain,Sant Andreu de la Barca,3110885
Māndvu,India,Māndu,1263833
oanalanoy,Philippines,Panalanoy,1695743
Challbktre,India,Challakere,1274862
Phultalc,Bangladesh,Phultala,1191139
Saetland,United Kingdom,Shetland,8299621
suddbyberg,Sweden,Sundbyberg,2670879
jhongxnang,China,Zhongxiang,1786546
Tqastrup,Denmark,Taastrup,2611828
Thaebaek,South Korea,T’aebaek,1835515
Thaaa,Tunisia,Thala,2464795
Nortc Amltyxille,United States,North Amityville,5128884
Quevta,Pakistan,Quetta,1167528
kholmskiy,Russia,Kholmskiy,549741
Lofayette,United States,Lafayette,4330145	 4922462	 5427771
Kokrzjhar,India,Kokrajhar,1266330
Mbimba,Tanzania,Mlimba,153384
Sizt-Truiken,Belgium,Sint-Truiden,2786545
Māngryl,India,Māngrol,1263751	 1263752
Ghātampur,India,Ghātampur,1271345
Sumba,India,Sāmba,1257545
Jjorā,India,Jaorā,1269217
Kardr,Pakistan,Karor,1174720
yalsnville,Benin,Malanville,2392837
Pomur,India,Porur,1465622
Cirebqn,Indonesia,Cirebon,1646170
Várzeo da Paqmz,Brazil,Várzea da Palma,3445459
fidbid,Oman,Bidbid,288721
Mouqaïa,Algeria,Mouzaïa,2486825
Tsurugf,Japan,Tsuruga,1849592
Cjttack,India,Cuttack,1273780
Cidinong,Indonesia,Cibinong,1647003
Cotinto,Brazil,Corinto,3465512
Ejiro,Venezuela,Ejido,3644417
Tanvgulajgin,Indonesia,Tanggulangin,1625067
Anan,Japan,Anan,1865309
Hem,France,Hem,3013549
bokth Milwauwee,United States,South Milwaukee,5273812
Saq Franciico,Philippines,San Francisco,1689973	 1690019
Lyça do aailio,Portugal,Leça do Bailio,2738347
Remcai,Algeria,Remchi,2483649
Isekosorka,Russia,Isakogorka,6315399
Agahikawa,Japan,Asahikawa,2130629
Königvwqnter,Germany,Königswinter,2885734
Ejcheng,China,Encheng,1811729
tiraqdopólis,Brazil,Mirandopólis,3457107
xhākan,India,Chākan,1274914
Macrīz,Iran,Mahrīz,124274
Zwnyi,China,Zunyi,1783621
Meaan,Indonesia,Medan,1214520
Sanaz,Yemen,Sanaa,71137
Sogamzso,Colombia,Sogamoso,3667873
Vefëv,Russia,Venëv,475881
Mokenu,United States,Mokena,4902475
Drăgăşapi,Romania,Drăgăşani,678978
G’uyor,Uzbekistan,G’uzor,1217262
Caetries,Saint Lucia,Castries,3576812
Clydajh,United Kingdom,Clydach,2652734
Orăştii,Romania,Orăştie,671757
Touedo,Spain,Toledo,2510409
Setita,Syria,Satita,165060
Owamdo,Republic of the Congo,Owando,2255542
qchwandorf inoiayern,Germany,Schwandorf in Bayern,2835297
uautoka,Fiji,Lautoka,2204506
Pinvdiggshan,China,Pingdingshan,1798827
Bodatbo,Russia,Bodaybo,2026583
cmnrcham on the Hell,United Kingdom,Amersham on the Hill,6690592
Rivikra Beacx,United States,Riviera Beach,4170174
Köneürgszch,Turkmenistan,Köneürgench,601608
ymparafakavola,Madagascar,Amparafaravola,1078446
Jmtpur,India,Jetpur,1269065
Quixcy,United States,Quincy,4247703	 4948247
Vite,India,Vite,1253091
Krdsnokamsk,Russia,Krasnokamsk,542327
Chelsea,United States,Chelsea,4932879
Nīlokheli,India,Nīlokheri,1261382
Fojhan,China,Foshan,1811103
Nehnan,United States,Newnan,4212684
yeoria,United States,Peoria,4905687	 5308480
Mālrgaon,India,Mālegaon,1264115
Al Maisá,Tunisia,Al Marsá,2473540
Miydzyrzuc Podnaski,Poland,Międzyrzec Podlaski,764862
Cofceição do Arvgfaka,Brazil,Conceição do Araguaia,3401845
Moncnova,Mexico,Monclova,3995523
tharmsāla,India,Dharmsāla,1272832
Eisin,South Korea,Eisen,1832384	 1832617
Fvanzmsjsch Buchvolz,Germany,Französisch Buchholz,2942341
Barpālj,India,Barpāli,1276870
Anjō,Japan,Anjō,1865294
Butgá,Brazil,Butiá,3468704
Yalovh,Turkey,Yalova,738025
Waalde,Netherlands,Waalre,2745127
Kapadaanj,India,Kapadvanj,1267939
Berunxy,Uzbekistan,Beruniy,1514387
Ous Hadjbr,Chad,Oum Hadjer,2426370
Fontaha,United States,Fontana,5349755
Noto,Italy,Noto,2523998
Nikol’sk,Russia,Nikol’sk,521776
Wpst Elkridge,United States,West Elkridge,4373104
Rome,United States,Rome,4219762	 5134295
Bugzri,Uganda,Bugiri,234565
Rgbwāh,Pakistan,Rabwāh,1167507
kernograd,Russia,Zernograd,463637
Zhiciang,China,Zhijiang,1801455
xnnau,Turkmenistan,Annau,162199
Vnukovr,Russia,Vnukovo,473021	 857689
bliwice,Poland,Gliwice,3099230
Igbd-Ukwu,Nigeria,Igbo-Ukwu,2338640
fahraigh,India,Bahraigh,1277799
